t_0,u_0,t_E,pi_E_N,pi_E_E,ftot,fb_frac,loglike
2453630.6338151153,-0.4114862888899733,107.50461631894706,-0.27001558154351585,0.12097616608886985,187.35081487204118,0.11014048157054904,-479.315502902298
2453630.57230127,-0.4234024822771105,109.94570890127714,-0.29257025015734295,0.09894734850501363,187.17791480040952,0.07805191347455008,-479.3129838033583
2453630.9095900124,-0.440830424633579,105.75805560620029,-0.29965479106899195,0.12322332102974287,187.03736985445596,0.013337456311887638,-479.30271468314527
2453630.781663791,-0.39524912932591527,119.7312428516884,-0.33694193568698944,0.09965067835744124,187.15748135384706,0.15712708467572906,-479.2899957953636
2453630.159697445,-0.43230597222044087,101.0121203463015,-0.2208112375350071,0.10162782656889136,187.16716159087503,0.040516951632081695,-479.28658592770677
2453630.9888709374,-0.4072174507332772,111.13582603161251,-0.2865603874699071,0.11485102396660318,187.09018148537479,0.1234033513771843,-479.2744179770323
2453631.3493767926,-0.3993545505166126,114.52029791657492,-0.30887391193337976,0.11256905302208253,187.15811007252972,0.13889732774196795,-479.2589914683954
2453630.733691155,-0.4143388314419041,115.62900899635991,-0.3433534965364908,0.12050049755631087,187.19946862814726,0.10232601998123567,-479.24864639647956
2453630.3477097773,-0.4003785045324847,112.37521868478156,-0.3039041659212308,0.1165952963471576,187.01798135198163,0.13778763951597026,-479.2442314884383
2453630.2157502887,-0.4088879437792954,105.99831113360459,-0.24139839362776,0.11354028502926528,187.18115482537027,0.11430100027964579,-479.22447223284337
2453631.2536943057,-0.4059143074760978,112.36637253696026,-0.31021208853559135,0.12631847699693877,187.0911301778042,0.12235134220787139,-479.2216208905685
2453629.9671176053,-0.421104378573395,101.77830452634237,-0.2159162604449143,0.10178606720611849,187.41117521376168,0.07825798402563756,-479.22148458397703
2453630.709396961,-0.4068455056818211,109.9756124366517,-0.2918257733095706,0.11904968036651864,187.40365044468479,0.11809594266146053,-479.21559127711856
2453630.4639737085,-0.4121509361517791,110.49099116670514,-0.28999266215914976,0.10967216375970912,186.93962552140042,0.10190990255362121,-479.2090086037749
2453630.1646458968,-0.41896713683950104,107.684066979759,-0.29892303717339697,0.11545242436792436,187.26994529330332,0.0827690874054692,-479.189996314816
2453630.561914668,-0.4081596927927075,109.81893351897324,-0.27823821405397814,0.10979500412478171,187.31259930139353,0.11467527406927733,-479.16434386100946
2453630.62803718,-0.3861598479475553,117.4000083697174,-0.3149416145732584,0.12020969621535438,187.08476748624264,0.18095707930232913,-479.16416512793216
2453630.427414649,-0.4423362116183498,105.21947142523628,-0.27830864872112354,0.09921072941643594,187.21010430779415,0.016385319155357767,-479.1602165006652
2453630.4011141458,-0.39766202432056197,106.03194572400434,-0.21661038026639923,0.10333067145695862,187.2257175061431,0.1484444444262111,-479.15913795623305
2453631.256634084,-0.41116347262093145,112.28740588093233,-0.31980168885487115,0.11546668211713051,187.17527852402134,0.1036273713070106,-479.14807938340266
2453631.465106876,-0.4196060076105793,114.14539104587207,-0.33402803163454464,0.12337518483855536,187.0684240838785,0.0809344450078809,-479.1422028568944
2453630.2541521234,-0.4115698931367696,107.56598354079838,-0.2581426428333106,0.0995968012897176,186.96653760204043,0.10437017974602165,-479.13675248647377
2453630.415575154,-0.4137357072297809,109.90589721954433,-0.27407500508018634,0.09661655868472518,187.18776240520657,0.1075243927210135,-479.1356828114308
2453630.785908781,-0.41166460414271866,116.11207371732388,-0.3386716685232286,0.1094216286022015,186.85009784855592,0.1060524693399703,-479.1315976930516
2453630.5006206105,-0.4096897806808293,109.15603195756297,-0.2754124974765923,0.10733758125537873,187.42612914585055,0.11404091138449719,-479.1162777767173
2453631.1539944974,-0.4345534704665771,106.57874118473349,-0.30861669477164727,0.12668965003992705,187.22692744204483,0.02740106760537265,-479.1009921800862
2453631.0371936057,-0.4423907530894927,111.61150717288056,-0.35279677511411667,0.1178076321796917,187.09323671569214,0.009517076897118355,-479.0978741047853
2453630.9561581053,-0.41884689662980534,107.39716975519036,-0.27354331641641744,0.1042074193402247,187.3208716038942,0.08128664904960721,-479.09082262245886
2453630.749621386,-0.4324302014599767,109.2030431228897,-0.2966325472107708,0.10111554766722142,187.02316667021321,0.04548220527771357,-479.08275381515676
2453630.0372036775,-0.4132891412350663,104.91861567434586,-0.23074646250901232,0.10318382452901753,187.35449083986273,0.10494127691974794,-479.0751274151312
2453630.3527699183,-0.44064566803392824,102.0282349388935,-0.2708154699059503,0.11268473848612925,187.27360898919568,0.011084932675201054,-479.0647642125869
2453630.0815701135,-0.40140966809918055,114.66880356725257,-0.318014410459882,0.10521122004594985,187.04637708761885,0.1388945608925581,-479.06464541670675
2453630.46003829,-0.41404722484218615,104.32530011061183,-0.23345272687718632,0.11621622328108916,187.15161814537257,0.09865641701322825,-479.0631413239132
2453630.3039152985,-0.40027873104234857,111.36205964877499,-0.2730630732663339,0.09682200184640433,186.92874448865132,0.136315990319431,-479.05628798086457
2453630.5894551086,-0.404565671001217,112.16358063609312,-0.28972888242773737,0.11254122618676465,187.22234672321713,0.128596684411355,-479.0529984050141
2453630.2434278703,-0.42252336115963274,110.0240598340418,-0.32345896530362866,0.11143824882638353,187.25135462118868,0.07350270064479747,-479.0526924784029
2453631.058535887,-0.4170344791989288,116.8615392047518,-0.35877695336054527,0.10984515831323527,187.03878689955718,0.09150751338807774,-479.03626008694295
2453630.06447747,-0.42401710177638763,100.96580626275339,-0.19725667262962354,0.0998073119121261,187.307521607068,0.0707285285897016,-479.0360579637536
2453631.176011239,-0.4305896183625111,109.67094165590109,-0.31331926647005454,0.11735081520906587,187.16804553371864,0.04446482374203184,-479.0303213823962
2453630.5721084806,-0.4301388102037762,103.60183501603346,-0.26859874456450494,0.12230600903660749,187.4654821078527,0.051005094172127556,-479.0287130773573
2453630.6603886285,-0.4343664385404552,110.72937583753053,-0.3296750110710853,0.10515752854851856,187.05814049270447,0.03332548514384736,-479.01061228596234
2453630.6986626377,-0.44508091914060155,105.33359261340802,-0.31250004639231904,0.12024411205178331,187.36158772417502,0.005450220377197743,-479.0041687865835
2453630.9405055707,-0.4347800728127392,108.93995684088115,-0.3183829819720482,0.12157868697015772,187.061210539076,0.03862981288107986,-478.999602378748
2453630.8261983003,-0.43805973671167386,104.27028706703311,-0.27476017232158073,0.11255383619117776,187.28932643899248,0.019522759785667577,-478.9843913626123
2453630.360062575,-0.419698085626374,103.92034017507285,-0.23910208807267552,0.10859464196956725,187.09780116470597,0.08126208409299314,-478.972371841547
2453631.471921607,-0.43233568122505694,108.15135239246818,-0.3026538190004061,0.11848521517164712,187.12732563703884,0.03895368426159651,-478.97231850054027
